id,participant_id,block_num,session_num,condition,trial_num,figure_file,stimulus_gt,stimulus_mt,avg_velocity,path_length,trace_file,rt,seg_count,seg_estimate,mt
1,1,1,1,PP-VR-5,1,random,2000.0,1.96005702019,2125.0169184,4165.15432893,p1_s1_b1_t1_2016-07-21.tlt,1.68532896042,10,-1,4.6656229496
2,1,1,1,PP-VR-5,2,random,5000.0,5.31601810455,785.714039256,4176.87005769,p1_s1_b1_t2_2016-07-21.tlt,-1.67066812515,10,-1,13.0554261208
3,1,2,1,PP-VR-5,1,random,5000.0,5.19970202446,842.635947889,4381.45584412,p1_s1_b2_t1_2016-07-21.tlt,-1.55430102348,10,-1,11.5947370529
4,1,2,1,PP-VR-5,2,random,2000.0,1.98307418823,2191.06972883,4345.05382387,p1_s1_b2_t2_2016-07-21.tlt,1.6623249054,10,-1,3.52183508873
5,1,1,2,PP-VR-5,1,p1_s2_b1_t1_2016-07-21.tlf,5000.0,5.05098700523,784.45742726,3962.28427125,p1_s2_b1_t1_2016-07-21.tlt,1.15091300011,10,-1,11.4745180607
6,1,1,2,PP-VR-5,2,p1_s2_b1_t2_2016-07-21.tlf,2000.0,1.97452282906,2005.46712459,3959.84062043,p1_s2_b1_t2_2016-07-21.tlt,4.22743082047,10,-1,1.48855400085
7,1,2,2,PP-VR-5,1,p1_s2_b2_t1_2016-07-21.tlf,2000.0,1.98298311234,2052.50525625,4070.08326112,p1_s2_b2_t1_2016-07-21.tlt,4.21892786026,10,-1,1.77261304855
8,1,2,2,PP-VR-5,2,p1_s2_b2_t2_2016-07-21.tlf,5000.0,5.32949399948,724.298054562,3860.14213562,p1_s2_b2_t2_2016-07-21.tlt,0.872459888458,10,-1,11.7120862007
